0.01,3.552713678800501e-15,0.00005908943641056837,5.8251721754322125e-16,1.0000000000000004,0.12522049819115497,0.21100064095124074,0.002307692307692308,1.0926462038999465,0.9576637885939385,-0.00375,0.48386729154577446,0.21274307874884393,-0.004285714285714286,-0.08328886782025696,0.805261112312915,0.009230769230769232,0.9390467997971832,0.21515511832105655,0.01,1.2174605870857274,1.0699300927343467,-0.01,0.1194573528177359,1.4276909820050439,0.01,0.9331894203845708,1.4316579860664467,0
0.02,7.105427357601002e-15,0.0001416220303354917,1.8038822454981794e-16,0.9999999999999997,0.20546329812868838,0.3081560606439864,0.004615384615384616,1.0112864244687882,0.9246893151133,-0.0075,0.5062506047089015,0.3100647434637454,-0.008571428571428572,0.03326939753246599,0.8061510356914613,0.018461538461538463,0.8825625555833695,0.31342830543800637,0.02,1.1126280004009697,1.0239662691456077,-0.02,0.19974566074700784,1.3201414447763022,0.02,0.8763933042775768,1.324505625510274,0
0.03,2.6645352591003757e-15,0.00027623579482265496,1.8820679472065362e-16,1.0000000000000004,0.28633478652601835,0.40484029937037064,0.006923076923076923,0.9284213477543009,0.9026215626882595,-0.01125,0.5218415102926366,0.40620514772224303,-0.012857142857142855,0.1484051516469916,0.799838469371118,0.027692307692307693,0.8262211705630966,0.4106603455258185,0.03,1.0104185334362565,0.9754107084583826,-0.03,0.28367568046263797,1.2141193541499182,0.03,0.8222809816382012,1.217406912682121,0
0.04,5.329070518200751e-15,0.0007293880635053767,1.336812584954119e-16,1.0000000000000002,0.3386234405754684,0.4665136544167218,0.009230769230769232,0.8702973946774012,0.9010873708140882,-0.015,0.5385489139882675,0.46630853710837455,-0.017142857142857144,0.22050721922787817,0.7934342804883266,0.036923076923076927,0.7843001449942343,0.4718284865651339,0.04,0.9452365742776356,0.9360852959948402,-0.04,0.3435402266197811,1.1479413234889406,0.04,0.7865451781260281,1.147903851243734,0
0.05,2.469136006766348e-13,0.001215439247065463,-4.799135942995143e-14,0.9999999999999819,0.3622794337806946,0.4933561837656444,0.011538461538461539,0.8443458069118225,0.8999107977924428,-0.018750000000000003,0.5444717985684264,0.492662513614674,-0.02142857142857143,0.2541370690837598,0.7901155834387713,0.046153846153846156,0.7653715139355938,0.5016713627293368,0.05,0.9147223372577802,0.9180717094999307,-0.05,0.37186120548935325,1.118121412776724,0.05,0.7704098739200904,1.1173277714126812,0
0.06,2.6645352591003757e-15,0.001501339553331228,2.3915846173329756e-16,0.9999999999999996,0.362797810092422,0.4921908071064565,0.013846153846153847,0.8424685263964733,0.9031370592792596,-0.0225,0.5465669219797683,0.49130694547696946,-0.02571428571428571,0.2554236836875323,0.7895880552371107,0.055384615384615386,0.7624002619621455,0.5046140299899384,0.06,0.9127414527794679,0.9141592882112233,-0.06,0.37603699964139864,1.1184956203307659,0.06,0.7691633743551527,1.1177455294674132,0
0.07,4.440892098500626e-15,0.0010974498080556108,-4.0051564946607576e-16,1,0.35987490791366183,0.49557175002084003,0.016153846153846158,0.8398640051401065,0.9131758373655121,-0.026250000000000002,0.5391796139158348,0.49328269188793616,-0.030000000000000002,0.256231062790394,0.7745852504511785,0.06461538461538463,0.7630352266305888,0.5087661334358156,0.07,0.9109982971676592,0.9136953263089338,-0.07,0.3822045176480204,1.1179235520475659,0.07,0.7762113848707898,1.1142367939555082,0
0.08,3.552713678800501e-15,0.001348448098737301,-3.962569437889249e-16,1.0000000000000002,0.3594176545962651,0.4929745026696892,0.018461538461538463,0.8398358504163786,0.9146475687684034,-0.03,0.5382918188826444,0.49090530271990934,-0.03428571428571429,0.25730612924436574,0.7735431432500333,0.07384615384615385,0.7618979066200927,0.5120824377401754,0.08,0.9094118894826274,0.911615951533649,-0.08,0.38544659352387434,1.1191424349466905,0.08,0.7759911724802131,1.1163422193853085,0
0.09,9.174883075502294e-13,0.0017751051151046425,1.5692883964920608e-13,0.9999999999999856,0.35878140761060445,0.4903793947640135,0.02076923076923077,0.8378853482746332,0.9226254440567938,-0.03375,0.5381269254200367,0.48786163773994484,-0.03857142857142857,0.2572995323983295,0.7699317480398302,0.08307692307692308,0.7591395468540671,0.5145636060739371,0.09,0.9085588118869655,0.9069727263956516,-0.09,0.39124879934769924,1.121048708230714,0.09,0.7765870618884673,1.1178687643291925,0
0.1,2.6645352591003757e-13,0.002170929109203405,4.5082310855988553e-14,1.0000000000000049,0.358003159503014,0.48741761134375633,0.023076923076923078,0.8365226867548259,0.9290530921654894,-0.037500000000000006,0.5371039933493531,0.4846880863722563,-0.04285714285714286,0.2577173618078251,0.7665662261404139,0.09230769230769231,0.7569016586177264,0.5176299851829163,0.1,0.9074030937903235,0.9031185988038907,-0.1,0.39678804991753774,1.1229267396384013,0.1,0.7771874224050807,1.1198492966833489,0
