reTau,imTau,coneDeficit,margin
0,0.7382272,4.44089e-15,0.00136210
0,1.018992,4.44089e-15,0.00120331
0,5.633455,6.21725e-15,0.00197983
0,5.420502,7.10543e-15,0.00106537
0,1.027787,8.88178e-16,0.0000661139
0,3.696099,3.55271e-15,0.000600215
0,1.058893,1.77636e-15,0.000379919
0,6.22148,1.24345e-14,0.00251650
0,12.671,2.46914e-13,0.000149238
0,1.021696,5.24913e-13,0.000374386
0,2.07621,8.88178e-15,0.00119094
0,1.984326,3.41061e-13,0.000388317
0,1.022348,2.66454e-15,0.00144453
0,3.067723,5.32907e-15,0.000700299
0,1.023669,2.66454e-15,0.000615257
0,1.022378,3.55271e-15,0.000920524
0,2.293855,5.32907e-15,0.00353739
0,1.016763,3.55271e-15,0.000300430
0,3.98843,3.55271e-15,0.00139239
0,4.079809,5.32907e-15,0.00109050
0,1.016932,1.77636e-15,0.00146190
0,1.039085,1.33227e-14,0.00171072
0,1.018771,1.68754e-14,0.000257778
0,3.150744,3.55271e-15,0.00133730
0,3.584632,1.24345e-14,0.00216995
0,1.022605,1.77636e-15,0.00168796
0,1.043636,1.06581e-14,0.00149089
0,8.039572,7.10543e-15,0.000220081
0,1.192243,3.55271e-15,0.00162820
0,1.02337,2.66454e-14,0.000750032
0,4.502694,1.50990e-14,0.000920359
0,6.077151,5.32907e-15,0.000179864
0,5.227442,5.32907e-15,0.0000125922
0,5.643542,8.88178e-15,0.0000615702
0,4.485416,4.44089e-14,0.00149891
0,4.815987,3.55271e-15,0.000163127
0,5.027856,3.55271e-15,0.00207589
0,1.021587,1.51879e-13,0.00100601
0,1.024726,2.66454e-15,0.0000102446
0,1.020355,2.66454e-15,0.00149070
0,0.7145904,4.44089e-15,0.000768619
0,3.358867,2.66454e-15,0.00358222
0,4.102782,1.15463e-14,0.000715254
0,1.019367,3.55271e-15,0.000788808
0,1.02825,8.97060e-14,0.000693086
0,1.011714,1.19016e-13,0.000426947
0,4.315534,1.24345e-14,0.00161605
0,1.019723,2.66454e-15,0.00101410
0,2.413052,1.77636e-15,0.00284571
0,4.404512,6.21725e-15,0.00214978
0,1.015284,4.79616e-14,0.000412669
0,6.074231,2.93099e-14,0.0000490845
0,1.024694,7.10543e-15,0.000686465
0,3.868969,1.22569e-13,0.000330314
0,2.112396,1.77636e-15,0.00319703
0,21.00344,1.95399e-14,0.0000117710
0,1.026707,1.77636e-15,0.00152178
0,9.566116,7.10543e-15,0.00195687
0,1.022299,7.01661e-14,0.00176307
0,1.017891,1.77636e-15,0.000904647
0,1.010722,2.93099e-13,0.00183714
0,5.933856,1.27898e-13,0.00110924
0,6.651108,1.06581e-14,0.00115456
0,1.021527,2.66454e-15,0.000721100
0,1.602937,7.10543e-15,0.000534236
0,7.516523,7.10543e-15,0.000232934
0,3.029644,4.44089e-15,0.00266594
