reTau,imTau,coneDeficit,margin
0,1.137046,3.55271e-15,0.0000712893
0,1.145963,4.44089e-15,0.000128089
0,1.022898,2.66454e-15,0.0000676054
0,1.126957,2.34479e-13,0.000140053
0,1.144232,1.95399e-14,0.000401007
0,1.145866,3.55271e-15,0.000291351
0,1.1522,3.55271e-15,0.0000372428
0,1.145991,1.77636e-15,0.000231998
0,1.067151,4.44089e-15,0.0000823048
0,1.018237,3.55271e-15,0.000192883
0,1.093983,7.10543e-15,0.000114962
0,1.078824,5.32907e-15,0.0000235897
0,1.16982,7.10543e-15,0.00000617937
0,1.063909,1.77636e-15,0.000208998
0,1.028555,4.58300e-13,0.000182853
0,1.176805,2.13163e-13,0.000107228
0,1.031484,3.37508e-14,0.0000298598
0,1.017086,1.15463e-14,0.000104065
0,1.13309,3.55271e-15,0.0000679662
0,1.063725,6.21725e-15,0.000111348
0,1.119162,3.96128e-13,0.000313119
0,1.189944,1.52767e-13,0.000140402
0,1.20298,1.77636e-14,0.000224836
0,1.206632,5.32907e-15,0.000181336
0,1.143849,3.92575e-13,0.000252407
0,1.151759,2.30926e-14,0.0000113860
0,1.196754,2.66454e-15,0.00000347572
0,1.194668,3.55271e-15,0.000251384
0,1.093475,3.55271e-15,0.0000382377
0,1.139104,5.32907e-15,0.0000390872
0,1.141915,3.55271e-15,0.000181688
0,1.143666,6.21725e-15,0.000160301
0,1.207201,3.55271e-15,0.000128554
0,1.200817,5.32907e-15,0.000306586
0,1.229103,1.33227e-13,0.000249944
0,1.192189,1.77636e-15,0.000371861
0,1.216082,4.17444e-14,0.000238900
0,1.178963,4.44089e-15,0.000333708
0,1.185311,5.28466e-13,0.000281507
0,1.017593,8.88178e-15,0.0000803442
0,1.212914,2.66454e-15,0.000176617
0,1.13934,3.55271e-15,0.0000455140
0,1.180303,2.66454e-15,0.000259000
0,1.238175,3.35731e-13,0.000184027
0,1.243494,1.42109e-14,0.0000217158
0,1.25839,4.44089e-15,0.0000385482
0,1.140278,2.22045e-14,0.0000538119
0,1.1539,4.44089e-15,0.000222376
0,1.251145,5.32907e-15,0.000262547
0,1.186642,4.45866e-13,0.000123205
0,1.237363,4.44089e-15,0.000199917
0,1.241697,4.65405e-13,0.00000348741
0,1.172404,5.41789e-14,0.0000407292
0,1.031481,8.79297e-14,0.0000446305
0,1.267815,4.17444e-14,0.000425896
0,1.26485,3.01981e-14,0.0000937495
0,1.263874,3.55271e-15,0.0000472746
0,1.270946,3.55271e-15,0.000260552
0,1.069528,2.66454e-15,0.000320722
0,1.269272,1.77636e-15,0.000212339
0,1.015417,1.82077e-13,0.000118962
0,1.049782,5.32907e-15,0.0000124827
0,1.083597,2.66454e-15,0.000145178
0,1.048205,6.21725e-15,0.000200873
0,1.238861,3.55271e-15,0.000412604
0,1.155429,6.53699e-13,0.000391918
0,1.110572,3.19744e-14,0.0000228475
0,1.284202,2.66454e-15,0.000339646
0,1.027739,3.55271e-15,0.0000769300
0,1.113371,1.03917e-13,0.000355947
0,1.216638,5.34683e-13,0.000315752
0,1.253219,3.55271e-15,0.0000530816
0,1.303104,3.37508e-14,0.000140410
0,1.250111,6.85674e-13,0.000337076
0,1.009565,2.89546e-13,0.0000426993
0,1.30605,4.79616e-14,0.000133181
0,1.182567,4.44089e-15,0.0000681910
0,1.243768,1.77636e-15,0.000107393
0,1.256074,1.77636e-14,0.0000720377
0,1.265648,1.06581e-14,0.000183967
0,1.033279,4.44089e-15,0.0000249397
0,1.288897,1.08358e-13,0.000130157
0,1.290742,3.55271e-15,0.0000618866
0,1.250172,3.01092e-13,0.0000501786
0,1.312713,2.66454e-15,0.000361739
0,1.262259,1.77636e-15,0.000113681
0,1.184216,5.58664e-13,0.000360673
0,1.308085,5.32907e-15,0.000461104
0,1.337225,9.76996e-15,0.000312306
0,1.3562,1.50102e-13,0.000203464
0,1.237993,5.32907e-15,0.0000853011
0,1.251399,3.55271e-15,0.000340184
0,1.23826,2.11386e-13,0.0000796776
0,1.34807,7.10543e-15,0.0000428159
0,1.349157,2.66454e-15,0.000239298
0,1.338238,3.55271e-15,0.000635373
0,1.308736,3.64153e-14,0.000233313
0,1.341769,5.32907e-15,0.000163629
0,1.054289,1.77636e-15,0.000176476
0,1.199011,2.37144e-13,0.000149655
0,1.312811,2.30926e-14,0.0000516982
0,1.027303,7.99361e-15,0.0000660316
